name,price,have_stock
Sticker | Snax | MLG Columbus 2016,1.52,0
Sticker | Sneaky Beaky Dept. (Holo),1.3,14
Sticker | Sneaky Beaky Like,0.39,0
Sticker | Space Marine,0.22,0
Sticker | Space Marine (Holo),0.8,0
Sticker | Space Soldiers (Foil) | Boston 2018,13.89,1
Sticker | Space Soldiers (Holo) | Boston 2018,4.83,3
Sticker | Space Soldiers (Holo) | London 2018,3.05,5
Sticker | Space Soldiers | Boston 2018,1.72,1
Sticker | Space Soldiers | London 2018,1.01,17
Sticker | Spartan,0.22,0
Sticker | Sphinx,0.34,0
Sticker | Sphinx (Holo),1.0,0
Sticker | Spiidi (Foil) | Cologne 2015,5.69,0
Sticker | Spiidi | Atlanta 2017,1.78,0
Sticker | Spiidi | Boston 2018,0.96,0
Sticker | Spinx | Antwerp 2022,0.02,0
Sticker | Spirit (Foil) | 2020 RMR,0.65,87
Sticker | Spirit (Gold) | 2020 RMR,2.31,60
Sticker | Spirit (Holo) | 2020 RMR,0.1,28
Sticker | Spirit | 2020 RMR,0.03,0
Sticker | Splyce (Foil) | MLG Columbus 2016,13.9,0
Sticker | Splyce (Holo) | MLG Columbus 2016,6.14,0
Sticker | Splyce | MLG Columbus 2016,1.77,2
Sticker | Sprout Esports (Foil) | Boston 2018,36.52,0
Sticker | Sprout Esports (Holo) | Boston 2018,11.73,1
Sticker | Sprout Esports | Boston 2018,5.68,2
Sticker | Squeaky Door,0.14,31
Sticker | Stalking Prey,0.05,0
Sticker | Stan,0.38,1
Sticker | Stan (Holo),2.81,0
Sticker | StarLadder (Foil) | Berlin 2019,0.55,1
Sticker | StarLadder (Holo) | Berlin 2019,0.26,11
Sticker | StarLadder | Berlin 2019,0.22,0
Sticker | Stay Frosty,0.94,0
Sticker | Stewie2K (Foil) | Boston 2018,17.32,0
Sticker | Stewie2K (Foil) | Katowice 2019,2.32,0
Sticker | Stewie2K (Foil) | Krakow 2017,31.15,0
Sticker | Stewie2K (Foil) | London 2018,4.36,1
Sticker | Stewie2K (Gold) | Berlin 2019,12.39,0
Sticker | Stewie2K | Berlin 2019,0.05,0
Sticker | Stewie2K | Boston 2018,3.21,0
Sticker | Stewie2K | Katowice 2019,0.42,0
Sticker | Stewie2K | Krakow 2017,2.47,0
Sticker | Stewie2K | London 2018,0.89,0
Sticker | Sticker Bomb Surf Ava (Foil),0.8,6
Sticker | Sticker Bomb Surf K (Foil),0.71,1
Sticker | Stone Scales,0.04,0
Sticker | Stone Scales (Foil),0.46,73
Sticker | Stupid Banana (Foil),19.68,0
Sticker | Summer (Foil) | Berlin 2019,0.67,0
Sticker | Summer | Berlin 2019,0.17,0
Sticker | Summer | Boston 2018,7.22,0
Sticker | Summer | Katowice 2019,0.29,0
Sticker | Sunset Ocean Tentaskull,0.08,0
Sticker | Support,0.46,0
Sticker | Supreme Master First Class,0.13,0
Sticker | Supreme Master First Class (Holo),2.21,0
Sticker | Surf's Up,0.2,4
Sticker | Swag (Foil),110.02,0
Sticker | Syman Gaming (Foil) | Berlin 2019,2.39,1
Sticker | Syman Gaming (Holo) | Berlin 2019,0.2,0
Sticker | Syman Gaming | Berlin 2019,0.17,1
Sticker | T On Cat,0.94,0
Sticker | T Rush (Holo),0.9,0
Sticker | T-Rekt,0.93,9
Sticker | TACO (Foil) | Berlin 2019,0.25,0
Sticker | TACO (Foil) | Boston 2018,2.74,0
Sticker | TACO (Foil) | Katowice 2019,0.9,0
Sticker | TACO (Gold) | Berlin 2019,10.63,1
Sticker | TACO | Berlin 2019,0.06,0
Sticker | TACO | Boston 2018,0.79,1
Sticker | TACO | Cologne 2016,1.85,0
Sticker | TACO | Katowice 2019,0.17,0
Sticker | TACO | Krakow 2017,0.84,0
Sticker | TACO | London 2018,0.64,0
Sticker | TACO | MLG Columbus 2016,1.67,0
Sticker | TSM Kinguin (Holo) | Katowice 2015,78.07,0
Sticker | TSM Kinguin | Katowice 2015,5.84,1
Sticker | TYLOO (Foil) | 2020 RMR,0.77,11
Sticker | TYLOO (Gold) | 2020 RMR,6.17,65
Sticker | TYLOO (Holo) | 2020 RMR,0.14,136
Sticker | TYLOO | 2020 RMR,0.02,0
Sticker | TaZ (Foil) | Boston 2018,1.43,0
Sticker | TaZ (Foil) | Cologne 2015,4.31,0
Sticker | TaZ (Foil) | Krakow 2017,9.16,0
Sticker | TaZ | Atlanta 2017,0.89,0
Sticker | TaZ | Boston 2018,0.54,10
Sticker | TaZ | Cluj-Napoca 2015,0.95,0
Sticker | TaZ | Cologne 2015,0.92,0
Sticker | TaZ | Cologne 2016,0.84,0
Sticker | TaZ | Krakow 2017,0.91,0
Sticker | TaZ | MLG Columbus 2016,0.82,0
Sticker | Tamara,0.74,0
Sticker | Tamara (Holo),4.29,0
Sticker | TeSeS (Gold) | Stockholm 2021,3.91,0
Sticker | TeSeS (Holo) | Stockholm 2021,0.12,5
Sticker | TeSeS | Antwerp 2022,0.02,0
Sticker | TeSeS | Stockholm 2021,0.02,0
Sticker | Team Dignitas (Foil) | Cluj-Napoca 2015,34.55,0
Sticker | Team Dignitas (Holo) | Cologne 2014,579.94,0
Sticker | Team Dignitas (Holo) | Cologne 2016,38.84,1
Sticker | Team Dignitas (Holo) | DreamHack 2014,152.58,0
Sticker | Team Dignitas | Cluj-Napoca 2015,11.69,0
Sticker | Team Dignitas | Cologne 2014,24.02,0
Sticker | Team Dignitas | Cologne 2016,14.48,6
Sticker | Team Dignitas | DreamHack 2014,25.74,0
Sticker | Team EnVyUs (Foil) | Cluj-Napoca 2015,11.66,0
Sticker | Team EnVyUs (Foil) | Cologne 2015,8.15,0
Sticker | Team EnVyUs (Foil) | Cologne 2016,12.65,0
Sticker | Team EnVyUs (Foil) | MLG Columbus 2016,13.1,0
Sticker | Team EnVyUs (Holo) | Atlanta 2017,30.16,0
Sticker | Team EnVyUs (Holo) | Boston 2018,7.56,0
Sticker | Team EnVyUs (Holo) | Cologne 2016,7.66,0
Sticker | Team EnVyUs (Holo) | Katowice 2015,83.83,0
Sticker | Team EnVyUs (Holo) | MLG Columbus 2016,6.97,0
Sticker | Team EnVyUs | Atlanta 2017,2.67,1
Sticker | Team EnVyUs | Boston 2018,2.17,0
Sticker | Team EnVyUs | Cluj-Napoca 2015,1.76,1
Sticker | Team EnVyUs | Cologne 2015,1.91,2
Sticker | Team EnVyUs | Cologne 2016,2.98,1
Sticker | Team EnVyUs | Katowice 2015,6.51,0
Sticker | Team EnVyUs | MLG Columbus 2016,1.64,40
Sticker | Team Immunity (Foil) | Cologne 2015,11.5,0
Sticker | Team Kinguin (Foil) | Cologne 2015,13.7,0
Sticker | Team Kinguin | Cologne 2015,1.48,0
Sticker | Team LDLC.com (Holo) | Cologne 2014,88.31,3
Sticker | Team LDLC.com | Cologne 2014,12.4,0
Sticker | Team LDLC.com | DreamHack 2014,32.34,0
Sticker | Team Liquid (Foil) | Berlin 2019,1.44,0
Sticker | Team Liquid (Foil) | Cluj-Napoca 2015,18.08,0
Sticker | Team Liquid (Foil) | Katowice 2019,8.81,2
Sticker | Team Liquid (Foil) | London 2018,12.63,0
Sticker | Team Liquid (Foil) | MLG Columbus 2016,33.54,0
Sticker | Team Liquid (Foil) | Stockholm 2021,0.7,67
Sticker | Team Liquid (Gold) | Stockholm 2021,6.67,12
Sticker | Team Liquid (Holo) | Atlanta 2017,53.68,0
Sticker | Team Liquid (Holo) | Boston 2018,18.81,4
Sticker | Team Liquid (Holo) | Cologne 2016,22.02,3
Sticker | Team Liquid (Holo) | Katowice 2019,4.84,2
Sticker | Team Liquid (Holo) | London 2018,4.5,10
Sticker | Team Liquid (Holo) | MLG Columbus 2016,18.56,0
Sticker | Team Liquid (Holo) | Stockholm 2021,0.61,0
Sticker | Team Liquid | Antwerp 2022,0.03,0
Sticker | Team Liquid | Atlanta 2017,7.88,0
Sticker | Team Liquid | Berlin 2019,0.16,1
Sticker | Team Liquid | Boston 2018,4.6,7
Sticker | Team Liquid | Cluj-Napoca 2015,3.13,0
Sticker | Team Liquid | Cologne 2016,4.6,0
Sticker | Team Liquid | Katowice 2019,1.08,1
Sticker | Team Liquid | London 2018,0.44,0
Sticker | Team Liquid | MLG Columbus 2016,4.58,2
Sticker | Team Liquid | Stockholm 2021,0.02,0
Sticker | Team SoloMid (Foil) | Cologne 2015,10.26,0
Sticker | Team SoloMid | Cluj-Napoca 2015,0.72,0
Sticker | Team SoloMid | Cologne 2015,1.35,0
Sticker | Team Spirit (Foil) | Katowice 2019,9.23,0
Sticker | Team Spirit (Foil) | London 2018,8.74,0
Sticker | Team Spirit (Gold) | Stockholm 2021,16.64,8
Sticker | Team Spirit (Holo) | Katowice 2019,5.27,0
Sticker | Team Spirit (Holo) | London 2018,3.81,0
Sticker | Team Spirit (Holo) | Stockholm 2021,1.16,137
Sticker | Team Spirit | Antwerp 2022,0.09,0
Sticker | Team Spirit | Katowice 2019,1.85,0
Sticker | Team Spirit | London 2018,1.04,0
Sticker | Team Spirit | Stockholm 2021,0.06,0
Sticker | Team eBettle (Foil) | Cologne 2015,3.84,1
Sticker | Team eBettle | Cologne 2015,1.67,1
Sticker | Teamwork (Holo),1.19,0
Sticker | Techno4K | Antwerp 2022,0.02,0
Sticker | Temperance,0.04,0
Sticker | Terror Rice,0.26,0
Sticker | Terrorist-Tech,0.08,0
Sticker | Terrorized,0.96,0
Sticker | The 'Nader,0.28,0
Sticker | The Awper,1.12,1
Sticker | The Baiter,0.51,0
Sticker | The Bomber,0.23,0
Sticker | The Bot,0.77,1
Sticker | The Fragger,1.19,0
Sticker | The Guru,0.21,2
Sticker | The Leader,0.64,0
Sticker | The Lurker,0.73,0
Sticker | The Ninja,0.92,1
Sticker | The Pro (Foil),4.96,0
Sticker | The Real MVP (Foil),1.24,6
Sticker | The Samurai,0.17,0
Sticker | The Spartan,0.22,0
Sticker | The Zombie,0.23,1
Sticker | This Is Fine (CT),0.2,0
Sticker | This Is Fine (T),0.21,0
Sticker | Thug Life,1.04,1
Sticker | Till Death Do Us Part,1.02,2
Sticker | Titan (Foil) | Cologne 2015,78.92,1
Sticker | Titan (Holo) | Cologne 2014,119.29,0
Sticker | Titan | Cluj-Napoca 2015,16.75,0
Sticker | Titan | Cologne 2014,27.51,2
Sticker | Titan | Cologne 2015,23.35,0
Sticker | Titan | Katowice 2015,52.22,0
Sticker | To B or not to B,0.22,0
Sticker | Too Late,0.1,2
Sticker | Too Old for This,0.14,0
Sticker | Tornado Chaos (Foil),8.82,0
Sticker | Toxic,0.67,0
Sticker | Toxic (Foil),5.52,0
Sticker | Toxic Flow (Holo),2.05,1
Sticker | Toxic Tentaskull,0.11,6
Sticker | Toxic Wave Rider,0.05,0
Sticker | Toy Tiger,0.23,0
Sticker | Trick Or Threat,0.81,1
Sticker | Trick Or Treat,0.82,0
Sticker | Tuurtle (Glitter) | Antwerp 2022,0.06,0
Sticker | Tuurtle (Gold) | Antwerp 2022,3.82,0
Sticker | Tuurtle | Antwerp 2022,0.02,0
Sticker | Twin Koi,0.24,0
Sticker | Twin Koi (Holo),0.88,0
Sticker | Twistzz (Foil) | Berlin 2019,1.93,0
Sticker | Twistzz (Foil) | Katowice 2019,4.25,0
Sticker | Twistzz (Gold) | Berlin 2019,33.92,1
Sticker | Twistzz | Berlin 2019,0.15,43
Sticker | Twistzz | Boston 2018,20.8,0
Sticker | Twistzz | Katowice 2019,0.77,0
Sticker | Twistzz | London 2018,6.02,1
Sticker | Tyloo (Foil) | Berlin 2019,2.55,0
Sticker | Tyloo (Foil) | Katowice 2019,8.67,6
Sticker | Tyloo (Foil) | Stockholm 2021,2.43,104
Sticker | Tyloo (Gold) | Stockholm 2021,33.7,8
Sticker | Tyloo (Holo) | Berlin 2019,0.56,1
Sticker | Tyloo (Holo) | Boston 2018,117.22,0
Sticker | Tyloo (Holo) | Katowice 2019,7.12,36
Sticker | Tyloo (Holo) | London 2018,5.89,3
Sticker | Tyloo (Holo) | Stockholm 2021,1.47,146
Sticker | Tyloo | Berlin 2019,0.2,0
Sticker | Tyloo | Boston 2018,3.34,1
Sticker | Tyloo | Katowice 2019,0.76,1
Sticker | Tyloo | London 2018,0.66,1
Sticker | Tyloo | Stockholm 2021,0.06,0
Sticker | Tyranids Hive Tyrant (Holo),1.03,0
Sticker | Tyranids Ravener,0.37,0
Sticker | USTILO (Foil) | London 2018,0.6,0
Sticker | Ultraviolet Poison Frog (Foil),2.33,2
Sticker | Unicorn,1.24,0
Sticker | Unicorn (Holo),4.17,0
Sticker | V For Victory (Holo),2.62,11
Sticker | VINI (Foil) | Berlin 2019,0.31,0
Sticker | VINI (Foil) | Katowice 2019,0.82,0
Sticker | VINI (Gold) | Stockholm 2021,4.65,13
Sticker | VINI (Holo) | Stockholm 2021,0.32,67
Sticker | VINI | Berlin 2019,0.08,0
Sticker | VINI | Katowice 2019,0.21,0
Sticker | VINI | Stockholm 2021,0.02,0
Sticker | Vega Squadron (Foil) | Boston 2018,8.55,1
Sticker | Vega Squadron (Foil) | Katowice 2019,5.42,0
Sticker | Vega Squadron (Holo) | Katowice 2019,1.99,11
Sticker | Vega Squadron (Holo) | Krakow 2017,3.72,8
Sticker | Vega Squadron (Holo) | London 2018,2.86,3
Sticker | Vega Squadron | Boston 2018,1.03,15
Sticker | Vega Squadron | Katowice 2019,1.03,12
Sticker | Vega Squadron | Krakow 2017,0.9,0
Sticker | Vega Squadron | London 2018,0.58,25
Sticker | Vexed Gaming | Cluj-Napoca 2015,2.16,0
Sticker | ViCi Gaming (Foil) | Katowice 2019,7.07,0
Sticker | ViCi Gaming (Holo) | Katowice 2019,4.78,0
Sticker | ViCi Gaming | Katowice 2019,1.16,0
Sticker | Viggo,0.37,0
Sticker | Viggo (Holo),1.96,0
Sticker | Vigilance,0.31,0
Sticker | Vigilance (Holo),3.3,0
Sticker | Virtus.Pro (Foil) | Cluj-Napoca 2015,8.0,0
Sticker | Virtus.Pro (Foil) | Cologne 2015,8.75,0
Sticker | Virtus.Pro (Foil) | Cologne 2016,16.02,0
Sticker | Virtus.Pro (Foil) | MLG Columbus 2016,9.69,0
Sticker | Virtus.Pro (Holo) | Atlanta 2017,38.29,1
Sticker | Virtus.Pro (Holo) | Boston 2018,12.31,0
Sticker | Virtus.Pro (Holo) | Cologne 2014,22.51,1
Sticker | Virtus.Pro (Holo) | Cologne 2016,8.19,1
Sticker | Virtus.Pro (Holo) | DreamHack 2014,109.25,0
Sticker | Virtus.Pro (Holo) | Krakow 2017,6.43,1
Sticker | Virtus.Pro (Holo) | London 2018,5.81,5
Sticker | Virtus.Pro (Holo) | MLG Columbus 2016,6.39,0
Sticker | Virtus.Pro (Holo) | Stockholm 2021,2.31,269
Sticker | Virtus.Pro | Atlanta 2017,3.88,71
Sticker | Virtus.Pro | Boston 2018,1.93,4
Sticker | Virtus.Pro | Cluj-Napoca 2015,1.93,1
Sticker | Virtus.Pro | Cologne 2014,4.41,6
Sticker | Virtus.Pro | Cologne 2015,1.89,0
Sticker | Virtus.Pro | Cologne 2016,3.24,6
Sticker | Virtus.Pro | DreamHack 2014,12.88,0
Sticker | Virtus.Pro | Krakow 2017,1.34,2
Sticker | Virtus.Pro | London 2018,1.58,8
Sticker | Virtus.Pro | MLG Columbus 2016,1.96,0
Sticker | Virtus.Pro | Stockholm 2021,0.09,121
Sticker | Virtus.pro (Foil) | 2020 RMR,0.46,49
Sticker | Virtus.pro (Gold) | 2020 RMR,3.27,63
Sticker | Virtus.pro (Holo) | 2020 RMR,0.09,13
Sticker | Virtus.pro (Holo) | Katowice 2015,334.41,0
Sticker | Virtus.pro | 2020 RMR,0.02,0
Sticker | Virtus.pro | Katowice 2015,15.05,3
Sticker | Vitality (Foil) | 2020 RMR,0.13,0
Sticker | Vitality (Foil) | Berlin 2019,1.2,0
Sticker | Vitality (Foil) | Katowice 2019,4.87,6
Sticker | Vitality (Foil) | Stockholm 2021,0.43,37
Sticker | Vitality (Gold) | 2020 RMR,1.74,41
Sticker | Vitality (Holo) | 2020 RMR,0.02,0
Sticker | Vitality (Holo) | Berlin 2019,0.27,1
Sticker | Vitality (Holo) | Katowice 2019,0.94,0
Sticker | Vitality (Holo) | Stockholm 2021,0.62,125
Sticker | Vitality | 2020 RMR,0.03,0
Sticker | Vitality | Antwerp 2022,0.02,0
Sticker | Vitality | Berlin 2019,0.14,0
Sticker | Vitality | Stockholm 2021,0.02,0
Sticker | Vortigaunt (Holo),1.04,0
Sticker | Vortigaunt the Painter,0.04,0
Sticker | Vox Eminor  | Katowice 2015,65.25,0
Sticker | Vox Eminor (Holo) | Cologne 2014,95.42,0
Sticker | Vox Eminor (Holo) | Katowice 2015,1605.83,0
Sticker | Vox Eminor | Cologne 2014,12.89,3
Sticker | WOOD7 | Antwerp 2022,0.06,0
Sticker | Wallbang,0.12,7
Sticker | Wanna Fight,0.96,0
Sticker | War,0.17,9
Sticker | War Penguin,0.9,0
Sticker | Warowl,1.03,0
Sticker | Water Gun,1.42,0
Sticker | Watermelon Buttery (Holo),0.83,2
Sticker | Watermelon Flow (Holo),1.56,3
Sticker | Watermelon Stabbyfish,0.05,0
Sticker | Watermelon Strafe (Holo),1.58,3
Sticker | Watermelon Tentaskull,0.18,35
Sticker | Watermelon Tier6 (Holo),2.29,5
Sticker | Web Stuck,0.09,86
Sticker | Web Stuck (Holo),0.31,112
Sticker | Welcome to the Clutch,1.95,1
Sticker | What What,0.17,0
Sticker | White Bombster,0.03,0
Sticker | Windy Walking Club,0.91,1
Sticker | Wingsuit (Holo),0.41,0
Sticker | Winstrike Team (Foil) | Katowice 2019,1.85,11
Sticker | Winstrike Team (Holo) | Katowice 2019,0.78,42
Sticker | Winstrike Team (Holo) | London 2018,1.47,0
Sticker | Winstrike Team | Katowice 2019,0.46,0
Sticker | Winstrike Team | London 2018,0.43,0
Sticker | Witch,1.12,0
Sticker | Witchcraft,1.02,3
Sticker | Work For Ammo,0.98,0
Sticker | WorldEdit (Foil) | Boston 2018,3.2,1
Sticker | WorldEdit (Foil) | Cologne 2015,4.85,0
Sticker | WorldEdit (Foil) | Katowice 2019,3.9,0
Sticker | WorldEdit | Boston 2018,0.88,0
Sticker | WorldEdit | Krakow 2017,2.32,0
Sticker | XANTARES (Foil) | London 2018,5.77,0
Sticker | XANTARES (Glitter) | Antwerp 2022,1.19,0
Sticker | XANTARES (Holo) | Antwerp 2022,8.01,0
Sticker | XANTARES | Boston 2018,3.47,0
Sticker | XANTARES | Katowice 2019,0.67,0
Sticker | XANTARES | London 2018,1.31,6
Sticker | Xizt (Foil) | Cluj-Napoca 2015,3.65,0
Sticker | Xizt (Foil) | Cologne 2016,4.13,0
Sticker | Xizt (Foil) | London 2018,0.61,1
Sticker | Xizt (Foil) | MLG Columbus 2016,2.24,0
Sticker | Xizt | Cluj-Napoca 2015,0.79,0
Sticker | Xizt | Cologne 2015,0.73,0
Sticker | Xizt | Cologne 2016,0.77,0
Sticker | Xizt | Katowice 2019,0.13,0
Sticker | Xyp9x (Foil) | Berlin 2019,0.68,0
Sticker | Xyp9x (Foil) | Boston 2018,9.18,0
Sticker | Xyp9x (Foil) | Cluj-Napoca 2015,7.24,0
Sticker | Xyp9x (Foil) | Katowice 2019,1.65,0
Sticker | Xyp9x (Foil) | Krakow 2017,10.57,0
Sticker | Xyp9x (Gold) | Berlin 2019,20.8,0
Sticker | Xyp9x | Antwerp 2022,0.02,0
Sticker | Xyp9x | Atlanta 2017,4.88,0
Sticker | Xyp9x | Berlin 2019,0.05,0
Sticker | Xyp9x | Boston 2018,2.22,0
Sticker | Xyp9x | Cluj-Napoca 2015,1.65,0
Sticker | Xyp9x | Katowice 2019,0.26,0
Sticker | Xyp9x | Krakow 2017,1.53,0
Sticker | Xyp9x | London 2018,0.59,0
Sticker | Xyp9x | MLG Columbus 2016,1.53,1
Sticker | YEKINDAR (Gold) | Stockholm 2021,23.01,7
Sticker | YEKINDAR (Holo) | Antwerp 2022,11.94,0
Sticker | YEKINDAR (Holo) | Stockholm 2021,0.82,13
Sticker | YEKINDAR | Stockholm 2021,0.04,0
Sticker | Yellow Bombster,0.03,0
Sticker | Yellow Cyclawps,0.03,0
Sticker | Yellow Jaggyfish,0.14,1
Sticker | Yellow Lethal,0.1,5
Sticker | Zero | Atlanta 2017,3.91,0
Sticker | Zeus (Foil) | Berlin 2019,0.12,102
Sticker | Zeus (Foil) | Boston 2018,2.26,0
Sticker | Zeus (Foil) | Katowice 2019,0.8,0
Sticker | Zeus (Foil) | Krakow 2017,6.2,0
Sticker | Zeus (Foil) | London 2018,0.82,0
Sticker | Zeus (Foil) | MLG Columbus 2016,3.58,0
Sticker | Zeus (Gold) | Berlin 2019,6.35,0
Sticker | Zeus | Atlanta 2017,2.7,0
Sticker | Zeus | Berlin 2019,0.02,0
Sticker | Zeus | Boston 2018,0.55,0
Sticker | Zeus | Cluj-Napoca 2015,1.58,0
Sticker | Zeus | Cologne 2016,1.79,0
Sticker | Zeus | Katowice 2019,0.16,0
Sticker | Zeus | Krakow 2017,1.17,2
Sticker | Zeus | London 2018,0.26,0
Sticker | Zeus | MLG Columbus 2016,0.8,0
Sticker | Zombie Hop,0.25,0
Sticker | Zyphon (Glitter) | Antwerp 2022,0.06,0
Sticker | Zyphon | Antwerp 2022,0.02,0
Sticker | ZywOo (Foil) | Berlin 2019,1.18,2
Sticker | ZywOo (Foil) | Katowice 2019,10.2,0
Sticker | ZywOo (Gold) | Berlin 2019,47.73,0
Sticker | ZywOo (Gold) | Stockholm 2021,40.7,0
Sticker | ZywOo (Holo) | Stockholm 2021,0.7,61
Sticker | ZywOo | Antwerp 2022,0.03,0
Sticker | ZywOo | Berlin 2019,0.1,0
Sticker | ZywOo | Katowice 2019,0.74,0
Sticker | ZywOo | Stockholm 2021,0.02,0
Sticker | ableJ (Foil) | Berlin 2019,0.18,0
Sticker | ableJ | Berlin 2019,0.02,0
Sticker | ableJ | Katowice 2019,0.12,0
Sticker | adreN | Cluj-Napoca 2015,1.9,0
Sticker | adreN | MLG Columbus 2016,0.86,0
Sticker | advent (Foil) | Katowice 2019,2.27,1
Sticker | aizy (Gold) | Berlin 2019,4.33,1
Sticker | aizy | Atlanta 2017,1.45,1
Sticker | aizy | Berlin 2019,0.02,0
Sticker | aizy | Boston 2018,0.72,0
Sticker | aizy | Cluj-Napoca 2015,3.19,0
Sticker | aizy | Krakow 2017,1.49,0
Sticker | aizy | London 2018,0.17,0
Sticker | aliStair (Glitter) | Antwerp 2022,0.09,0
Sticker | aliStair | Antwerp 2022,0.02,0
Sticker | allu (Foil) | Berlin 2019,0.11,0
Sticker | allu (Foil) | Cologne 2015,4.51,0
Sticker | allu (Foil) | Katowice 2019,0.82,2
Sticker | allu (Foil) | Krakow 2017,6.08,0
Sticker | allu (Gold) | Berlin 2019,7.63,0
Sticker | allu | Berlin 2019,0.02,0
Sticker | allu | Cluj-Napoca 2015,0.69,0
Sticker | allu | Cologne 2015,0.86,1
Sticker | allu | Krakow 2017,0.83,0
Sticker | almazer (Foil) | Berlin 2019,0.24,12
Sticker | almazer | Berlin 2019,0.04,0
Sticker | apEX (Foil) | Berlin 2019,0.21,0
Sticker | apEX (Foil) | Boston 2018,4.56,0
Sticker | apEX (Foil) | Cologne 2015,5.73,1
Sticker | apEX (Foil) | Katowice 2019,2.3,0
Sticker | apEX (Foil) | Krakow 2017,24.49,0
Sticker | apEX (Glitter) | Antwerp 2022,0.09,0
Sticker | apEX (Gold) | Berlin 2019,8.37,0
Sticker | apEX (Gold) | Stockholm 2021,7.3,13
Sticker | apEX (Holo) | Stockholm 2021,0.25,12
Sticker | apEX | Antwerp 2022,0.02,0
Sticker | apEX | Atlanta 2017,2.42,0
Sticker | apEX | Berlin 2019,0.02,0
Sticker | apEX | Boston 2018,0.54,0
Sticker | apEX | Cluj-Napoca 2015,1.17,0
Sticker | apEX | Cologne 2015,1.27,0
Sticker | apEX | Katowice 2019,0.2,4
Sticker | apEX | Krakow 2017,1.22,0
Sticker | apEX | MLG Columbus 2016,1.31,0
Sticker | apEX | Stockholm 2021,0.02,0
Sticker | arT (Foil) | Berlin 2019,2.74,0
Sticker | arT (Foil) | Katowice 2019,5.47,0
Sticker | arT (Gold) | Stockholm 2021,22.03,30
Sticker | arT (Holo) | Stockholm 2021,0.97,90
Sticker | arT | Antwerp 2022,0.09,2
Sticker | arT | Berlin 2019,0.5,0
Sticker | arT | Katowice 2019,1.44,0
Sticker | arT | Stockholm 2021,0.04,0
Sticker | aumaN (Foil) | Katowice 2019,2.06,0
Sticker | aumaN | Katowice 2019,0.13,0
Sticker | autimatic (Foil) | Boston 2018,5.95,0
Sticker | autimatic (Foil) | Katowice 2019,3.43,0
Sticker | autimatic (Foil) | London 2018,1.87,0
Sticker | autimatic | Boston 2018,1.62,0
Sticker | autimatic | Katowice 2019,0.33,1
Sticker | autimatic | Krakow 2017,1.77,0
Sticker | autimatic | London 2018,0.36,1
Sticker | b1t (Gold) | Stockholm 2021,8.28,0
Sticker | b1t (Holo) | Stockholm 2021,0.16,107
Sticker | b1t | Stockholm 2021,0.02,0
Sticker | bLitz | Antwerp 2022,0.02,0
Sticker | balblna (Foil) | London 2018,2.01,1
Sticker | balblna | Boston 2018,0.73,0
Sticker | balblna | London 2018,0.14,0
Sticker | blameF | Antwerp 2022,0.02,0
Sticker | bodyy (Foil) | Krakow 2017,14.81,0
Sticker | bodyy (Foil) | London 2018,0.63,0
Sticker | bodyy | Atlanta 2017,1.1,0
Sticker | bodyy | Boston 2018,0.48,0
Sticker | bodyy | Cologne 2016,2.73,0
Sticker | bodyy | Krakow 2017,0.91,1
Sticker | bodyy | London 2018,0.19,0
Sticker | boltz (Foil) | Krakow 2017,20.34,0
Sticker | boltz (Holo) | Antwerp 2022,2.63,0
Sticker | boltz | Krakow 2017,1.29,1
Sticker | bondik (Foil) | Cologne 2015,4.88,0
Sticker | bondik | London 2018,3.76,0
Sticker | buster (Foil) | Berlin 2019,0.16,0
Sticker | buster (Foil) | Katowice 2019,0.91,0
Sticker | buster (Glitter) | Antwerp 2022,0.3,1
Sticker | buster (Gold) | Berlin 2019,4.94,0
Sticker | buster (Gold) | Stockholm 2021,2.92,1
Sticker | buster (Holo) | Antwerp 2022,1.89,0
Sticker | buster (Holo) | Stockholm 2021,0.11,0
Sticker | buster | Antwerp 2022,0.08,0
Sticker | buster | Berlin 2019,0.04,0
Sticker | buster | Boston 2018,0.82,0
Sticker | buster | Katowice 2019,0.19,0
Sticker | buster | Stockholm 2021,0.02,0
Sticker | byali (Foil) | Boston 2018,1.43,1
Sticker | byali (Foil) | Krakow 2017,11.32,0
Sticker | byali (Foil) | London 2018,1.0,0
Sticker | byali | Atlanta 2017,1.02,0
Sticker | byali | Boston 2018,0.65,0
Sticker | byali | Cluj-Napoca 2015,0.98,0
Sticker | byali | Cologne 2015,1.15,1
Sticker | byali | Krakow 2017,1.08,0
Sticker | byali | London 2018,0.59,0
Sticker | byali | MLG Columbus 2016,1.1,0
Sticker | cadiaN (Gold) | Stockholm 2021,7.08,20
Sticker | cadiaN (Holo) | Stockholm 2021,0.24,8
Sticker | cadiaN | Antwerp 2022,0.02,0
Sticker | cadiaN | Stockholm 2021,0.02,0
Sticker | cajunb (Foil) | Cluj-Napoca 2015,3.66,0
Sticker | cajunb (Foil) | London 2018,0.93,0
Sticker | cajunb (Foil) | MLG Columbus 2016,3.77,0
Sticker | cajunb | Atlanta 2017,1.8,0
Sticker | cajunb | Boston 2018,0.72,0
Sticker | cajunb | Cologne 2015,0.87,3
Sticker | cajunb | Krakow 2017,1.39,0
Sticker | cajunb | London 2018,0.21,0
Sticker | cajunb | MLG Columbus 2016,0.82,0
Sticker | captainMo | London 2018,2.69,0
Sticker | chelo (Foil) | Berlin 2019,0.17,0
