name,price,have_stock
M4A1-S | Leaded Glass (Field-Tested),5.85,0
M4A1-S | Leaded Glass (Minimal Wear),7.58,0
M4A1-S | Leaded Glass (Well-Worn),7.1,0
M4A1-S | Master Piece (Battle-Scarred),53.98,1
M4A1-S | Master Piece (Factory New),258.71,0
M4A1-S | Master Piece (Field-Tested),109.17,1
M4A1-S | Master Piece (Minimal Wear),146.31,0
M4A1-S | Master Piece (Well-Worn),61.08,0
M4A1-S | Mecha Industries (Battle-Scarred),16.9,0
M4A1-S | Mecha Industries (Factory New),63.43,0
M4A1-S | Mecha Industries (Field-Tested),25.11,9
M4A1-S | Mecha Industries (Minimal Wear),41.93,7
M4A1-S | Mecha Industries (Well-Worn),27.45,2
M4A1-S | Moss Quartz (Battle-Scarred),12.6,1
M4A1-S | Moss Quartz (Factory New),12.8,0
M4A1-S | Moss Quartz (Field-Tested),13.62,10
M4A1-S | Moss Quartz (Minimal Wear),12.17,0
M4A1-S | Moss Quartz (Well-Worn),13.83,0
M4A1-S | Night Terror (Battle-Scarred),8.19,6
M4A1-S | Night Terror (Factory New),5.1,45
M4A1-S | Night Terror (Field-Tested),2.95,36
M4A1-S | Night Terror (Minimal Wear),3.64,14
M4A1-S | Night Terror (Well-Worn),5.17,3
M4A1-S | Nightmare (Battle-Scarred),8.01,0
M4A1-S | Nightmare (Factory New),50.78,2
M4A1-S | Nightmare (Field-Tested),12.91,35
M4A1-S | Nightmare (Minimal Wear),22.63,0
M4A1-S | Nightmare (Well-Worn),8.34,0
M4A1-S | Nitro (Battle-Scarred),2.06,34
M4A1-S | Nitro (Factory New),8.94,0
M4A1-S | Nitro (Field-Tested),2.16,84
M4A1-S | Nitro (Minimal Wear),4.3,32
M4A1-S | Nitro (Well-Worn),2.38,10
M4A1-S | Player Two (Battle-Scarred),18.85,19
M4A1-S | Player Two (Factory New),111.18,0
M4A1-S | Player Two (Field-Tested),30.14,18
M4A1-S | Player Two (Minimal Wear),64.23,3
M4A1-S | Player Two (Well-Worn),29.25,0
M4A1-S | Printstream (Battle-Scarred),88.71,4
M4A1-S | Printstream (Factory New),347.76,0
M4A1-S | Printstream (Field-Tested),131.27,6
M4A1-S | Printstream (Minimal Wear),188.85,1
M4A1-S | Printstream (Well-Worn),119.98,26
M4A1-S | VariCamo (Battle-Scarred),1.04,0
M4A1-S | VariCamo (Factory New),2.28,8
M4A1-S | VariCamo (Field-Tested),1.32,42
M4A1-S | VariCamo (Minimal Wear),1.75,3
M4A1-S | VariCamo (Well-Worn),1.17,1
M4A1-S | Welcome to the Jungle (Factory New),2765.27,0
M4A1-S | Welcome to the Jungle (Field-Tested),1287.0,0
M4A1-S | Welcome to the Jungle (Minimal Wear),2000.59,0
M4A4 | Asiimov (Battle-Scarred),41.21,3
M4A4 | Asiimov (Field-Tested),138.14,3
M4A4 | Asiimov (Well-Worn),83.76,19
M4A4 | Bullet Rain (Factory New),32.65,0
M4A4 | Bullet Rain (Field-Tested),9.4,0
M4A4 | Bullet Rain (Minimal Wear),10.48,0
M4A4 | Bullet Rain (Well-Worn),10.54,0
M4A4 | Buzz Kill (Battle-Scarred),6.15,8
M4A4 | Buzz Kill (Factory New),17.96,0
M4A4 | Buzz Kill (Field-Tested),6.21,36
M4A4 | Buzz Kill (Minimal Wear),8.22,0
M4A4 | Buzz Kill (Well-Worn),5.91,0
M4A4 | Converter (Factory New),1.24,16
M4A4 | Converter (Field-Tested),0.82,11
M4A4 | Converter (Minimal Wear),0.96,5
M4A4 | Converter (Well-Worn),1.41,1
M4A4 | Cyber Security (Battle-Scarred),6.75,0
M4A4 | Cyber Security (Factory New),22.79,20
M4A4 | Cyber Security (Field-Tested),8.09,0
M4A4 | Cyber Security (Minimal Wear),15.54,26
M4A4 | Cyber Security (Well-Worn),7.02,0
M4A4 | Dark Blossom (Battle-Scarred),8.39,0
M4A4 | Dark Blossom (Factory New),10.13,15
M4A4 | Dark Blossom (Field-Tested),9.68,18
M4A4 | Dark Blossom (Minimal Wear),9.24,45
M4A4 | Dark Blossom (Well-Worn),9.02,5
M4A4 | Daybreak (Factory New),225.65,0
M4A4 | Daybreak (Minimal Wear),190.88,0
M4A4 | Desert Storm (Battle-Scarred),11.27,0
M4A4 | Desert Storm (Factory New),25.47,0
M4A4 | Desert Storm (Field-Tested),12.33,0
M4A4 | Desert Storm (Minimal Wear),13.99,2
M4A4 | Desert Storm (Well-Worn),11.36,0
M4A4 | Desert-Strike (Battle-Scarred),3.98,31
M4A4 | Desert-Strike (Factory New),6.98,11
M4A4 | Desert-Strike (Field-Tested),4.2,82
M4A4 | Desert-Strike (Minimal Wear),4.93,16
M4A4 | Desert-Strike (Well-Worn),5.21,22
M4A4 | Desolate Space (Battle-Scarred),3.08,0
M4A4 | Desolate Space (Factory New),20.44,24
M4A4 | Desolate Space (Field-Tested),4.11,30
M4A4 | Desolate Space (Minimal Wear),6.0,0
M4A4 | Desolate Space (Well-Worn),3.59,16
M4A4 | Evil Daimyo (Battle-Scarred),1.15,0
M4A4 | Evil Daimyo (Factory New),4.03,7
M4A4 | Evil Daimyo (Field-Tested),1.4,2
M4A4 | Evil Daimyo (Minimal Wear),2.03,21
M4A4 | Evil Daimyo (Well-Worn),1.62,18
M4A4 | Faded Zebra (Battle-Scarred),1.99,3
M4A4 | Faded Zebra (Factory New),8.79,0
M4A4 | Faded Zebra (Field-Tested),1.7,1
M4A4 | Faded Zebra (Minimal Wear),2.62,10
M4A4 | Faded Zebra (Well-Worn),1.68,1
M4A4 | Global Offensive (Battle-Scarred),4.03,0
M4A4 | Global Offensive (Factory New),4.72,7
M4A4 | Global Offensive (Field-Tested),4.08,44
M4A4 | Global Offensive (Minimal Wear),4.45,15
M4A4 | Global Offensive (Well-Worn),4.11,2
M4A4 | Griffin (Battle-Scarred),1.4,1
M4A4 | Griffin (Factory New),4.58,6
M4A4 | Griffin (Field-Tested),1.32,30
M4A4 | Griffin (Minimal Wear),1.77,0
M4A4 | Griffin (Well-Worn),3.95,0
M4A4 | Hellfire (Battle-Scarred),33.92,1
M4A4 | Hellfire (Factory New),41.43,15
M4A4 | Hellfire (Field-Tested),35.33,3
M4A4 | Hellfire (Minimal Wear),40.54,8
M4A4 | Hellfire (Well-Worn),34.12,0
M4A4 | Howl (Factory New),7201.78,0
M4A4 | Howl (Field-Tested),3426.97,0
M4A4 | Howl (Minimal Wear),4416.7,0
M4A4 | In Living Color (Battle-Scarred),4.75,60
M4A4 | In Living Color (Factory New),49.09,0
M4A4 | In Living Color (Field-Tested),5.44,71
M4A4 | In Living Color (Minimal Wear),16.92,11
M4A4 | In Living Color (Well-Worn),5.22,0
M4A4 | Jungle Tiger (Battle-Scarred),3.17,1
M4A4 | Jungle Tiger (Field-Tested),3.08,0
M4A4 | Jungle Tiger (Minimal Wear),4.28,0
M4A4 | Jungle Tiger (Well-Worn),2.83,0
M4A4 | Magnesium (Battle-Scarred),0.07,0
M4A4 | Magnesium (Factory New),0.64,0
M4A4 | Magnesium (Field-Tested),0.08,0
M4A4 | Magnesium (Minimal Wear),0.15,16
M4A4 | Magnesium (Well-Worn),0.07,0
M4A4 | Mainframe (Battle-Scarred),0.09,0
M4A4 | Mainframe (Factory New),0.17,24
M4A4 | Mainframe (Field-Tested),0.08,1
M4A4 | Mainframe (Minimal Wear),0.11,10
M4A4 | Mainframe (Well-Worn),0.08,0
M4A4 | Modern Hunter (Field-Tested),11.98,0
M4A4 | Modern Hunter (Minimal Wear),42.36,0
M4A4 | Neo-Noir (Battle-Scarred),4.41,33
M4A4 | Neo-Noir (Factory New),42.94,38
M4A4 | Neo-Noir (Field-Tested),5.09,0
M4A4 | Neo-Noir (Minimal Wear),12.18,0
M4A4 | Neo-Noir (Well-Worn),4.84,24
M4A4 | Poseidon (Factory New),1468.69,0
M4A4 | Poseidon (Minimal Wear),895.99,1
M4A4 | Radiation Hazard (Battle-Scarred),9.18,0
M4A4 | Radiation Hazard (Field-Tested),11.93,59
M4A4 | Radiation Hazard (Minimal Wear),34.23,0
M4A4 | Radiation Hazard (Well-Worn),11.98,6
M4A4 | Red DDPAT (Factory New),22.39,0
M4A4 | Red DDPAT (Field-Tested),23.69,6
M4A4 | Red DDPAT (Minimal Wear),24.38,1
M4A4 | Red DDPAT (Well-Worn),23.71,0
M4A4 | Royal Paladin (Battle-Scarred),4.71,41
M4A4 | Royal Paladin (Factory New),78.0,0
M4A4 | Royal Paladin (Field-Tested),5.05,17
M4A4 | Royal Paladin (Minimal Wear),18.02,6
M4A4 | Royal Paladin (Well-Worn),6.35,2
M4A4 | Spider Lily (Battle-Scarred),0.53,92
M4A4 | Spider Lily (Factory New),6.07,96
M4A4 | Spider Lily (Field-Tested),0.72,124
M4A4 | Spider Lily (Minimal Wear),1.64,2
M4A4 | Spider Lily (Well-Worn),0.56,30
M4A4 | The Battlestar (Battle-Scarred),4.43,49
M4A4 | The Battlestar (Factory New),8.51,8
M4A4 | The Battlestar (Field-Tested),4.41,100
M4A4 | The Battlestar (Minimal Wear),4.67,100
M4A4 | The Battlestar (Well-Worn),5.06,0
M4A4 | The Coalition (Battle-Scarred),4.47,0
M4A4 | The Coalition (Factory New),147.52,0
M4A4 | The Coalition (Field-Tested),10.49,0
M4A4 | The Coalition (Minimal Wear),36.11,0
M4A4 | The Coalition (Well-Worn),4.21,0
M4A4 | The Emperor (Battle-Scarred),6.62,21
M4A4 | The Emperor (Factory New),114.72,0
M4A4 | The Emperor (Field-Tested),10.52,0
M4A4 | The Emperor (Minimal Wear),34.98,0
M4A4 | The Emperor (Well-Worn),8.63,0
M4A4 | Tooth Fairy (Battle-Scarred),3.49,18
M4A4 | Tooth Fairy (Factory New),9.25,1
M4A4 | Tooth Fairy (Field-Tested),4.03,30
M4A4 | Tooth Fairy (Minimal Wear),5.51,0
M4A4 | Tooth Fairy (Well-Worn),4.18,5
M4A4 | Tornado (Battle-Scarred),1.66,0
M4A4 | Tornado (Field-Tested),0.86,2
M4A4 | Tornado (Minimal Wear),3.2,0
M4A4 | Tornado (Well-Worn),1.93,0
M4A4 | Urban DDPAT (Battle-Scarred),0.18,0
M4A4 | Urban DDPAT (Factory New),2.47,4
M4A4 | Urban DDPAT (Field-Tested),0.19,39
M4A4 | Urban DDPAT (Minimal Wear),0.25,2
M4A4 | Urban DDPAT (Well-Worn),0.19,0
M4A4 | X-Ray (Factory New),13.06,4
M4A4 | X-Ray (Field-Tested),7.12,0
M4A4 | X-Ray (Minimal Wear),8.84,30
M4A4 | Zirka (Field-Tested),20.81,0
M4A4 | Zirka (Minimal Wear),15.48,0
M4A4 | Zirka (Well-Worn),18.91,0
M4A4 | 龍王 (Dragon King) (Battle-Scarred),3.98,0
M4A4 | 龍王 (Dragon King) (Factory New),21.63,0
M4A4 | 龍王 (Dragon King) (Field-Tested),4.22,84
M4A4 | 龍王 (Dragon King) (Minimal Wear),8.27,0
M4A4 | 龍王 (Dragon King) (Well-Worn),6.81,42
MAC-10 | Allure (Battle-Scarred),0.35,4
MAC-10 | Allure (Factory New),1.76,2
MAC-10 | Allure (Field-Tested),0.45,50
MAC-10 | Allure (Minimal Wear),0.78,22
MAC-10 | Allure (Well-Worn),0.41,15
MAC-10 | Aloha (Battle-Scarred),1.04,0
MAC-10 | Aloha (Factory New),1.82,0
MAC-10 | Aloha (Field-Tested),1.08,0
MAC-10 | Aloha (Minimal Wear),1.37,0
MAC-10 | Aloha (Well-Worn),1.17,0
MAC-10 | Amber Fade (Factory New),11.13,0
MAC-10 | Amber Fade (Field-Tested),6.16,0
MAC-10 | Amber Fade (Minimal Wear),8.09,3
MAC-10 | Button Masher (Battle-Scarred),0.22,1
MAC-10 | Button Masher (Factory New),1.05,0
MAC-10 | Button Masher (Field-Tested),0.25,11
MAC-10 | Button Masher (Minimal Wear),0.43,9
MAC-10 | Button Masher (Well-Worn),0.24,3
MAC-10 | Calf Skin (Battle-Scarred),0.08,12
MAC-10 | Calf Skin (Factory New),0.44,2
MAC-10 | Calf Skin (Field-Tested),0.09,0
MAC-10 | Calf Skin (Minimal Wear),0.12,9
MAC-10 | Calf Skin (Well-Worn),0.08,0
MAC-10 | Candy Apple (Factory New),0.27,57
MAC-10 | Candy Apple (Field-Tested),0.22,27
MAC-10 | Candy Apple (Minimal Wear),0.21,4
MAC-10 | Carnivore (Battle-Scarred),0.07,0
MAC-10 | Carnivore (Factory New),0.3,1
MAC-10 | Carnivore (Field-Tested),0.07,0
MAC-10 | Carnivore (Minimal Wear),0.15,55
MAC-10 | Carnivore (Well-Worn),0.07,0
MAC-10 | Case Hardened (Battle-Scarred),21.89,0
MAC-10 | Case Hardened (Factory New),25.04,0
MAC-10 | Case Hardened (Field-Tested),22.38,1
MAC-10 | Case Hardened (Minimal Wear),22.14,0
MAC-10 | Case Hardened (Well-Worn),21.69,0
MAC-10 | Classic Crate (Battle-Scarred),0.06,0
MAC-10 | Classic Crate (Factory New),0.27,0
MAC-10 | Classic Crate (Field-Tested),0.05,0
MAC-10 | Classic Crate (Minimal Wear),0.11,3
MAC-10 | Classic Crate (Well-Worn),0.05,0
MAC-10 | Commuter (Field-Tested),3.9,0
MAC-10 | Commuter (Minimal Wear),5.8,0
MAC-10 | Commuter (Well-Worn),4.19,0
MAC-10 | Copper Borre (Factory New),60.71,0
MAC-10 | Copper Borre (Field-Tested),61.13,0
MAC-10 | Copper Borre (Minimal Wear),57.9,0
MAC-10 | Curse (Factory New),6.44,1
MAC-10 | Curse (Field-Tested),4.35,0
MAC-10 | Curse (Minimal Wear),5.87,6
MAC-10 | Disco Tech (Battle-Scarred),1.89,20
MAC-10 | Disco Tech (Factory New),11.36,0
MAC-10 | Disco Tech (Field-Tested),3.19,51
MAC-10 | Disco Tech (Minimal Wear),5.08,0
MAC-10 | Disco Tech (Well-Worn),2.19,22
MAC-10 | Ensnared (Battle-Scarred),0.17,11
MAC-10 | Ensnared (Factory New),0.94,5
MAC-10 | Ensnared (Field-Tested),0.11,6
MAC-10 | Ensnared (Minimal Wear),0.21,11
MAC-10 | Ensnared (Well-Worn),0.11,78
MAC-10 | Fade (Factory New),16.85,25
MAC-10 | Fade (Minimal Wear),18.52,5
MAC-10 | Gold Brick (Battle-Scarred),23.66,0
MAC-10 | Gold Brick (Factory New),44.71,4
MAC-10 | Gold Brick (Field-Tested),31.66,0
MAC-10 | Gold Brick (Minimal Wear),39.77,0
MAC-10 | Graven (Battle-Scarred),21.2,0
MAC-10 | Graven (Field-Tested),20.67,1
MAC-10 | Graven (Minimal Wear),28.45,0
MAC-10 | Graven (Well-Worn),19.34,0
MAC-10 | Heat (Battle-Scarred),1.23,8
MAC-10 | Heat (Factory New),3.92,0
MAC-10 | Heat (Field-Tested),1.5,13
MAC-10 | Heat (Minimal Wear),2.92,11
MAC-10 | Heat (Well-Worn),1.31,12
MAC-10 | Hot Snakes (Field-Tested),111.03,0
MAC-10 | Indigo (Battle-Scarred),1.3,0
MAC-10 | Indigo (Factory New),5.75,0
MAC-10 | Indigo (Field-Tested),1.53,0
MAC-10 | Indigo (Minimal Wear),1.85,0
MAC-10 | Indigo (Well-Worn),1.37,0
MAC-10 | Lapis Gator (Battle-Scarred),0.15,0
MAC-10 | Lapis Gator (Factory New),0.41,4
MAC-10 | Lapis Gator (Field-Tested),0.17,7
MAC-10 | Lapis Gator (Minimal Wear),0.25,0
MAC-10 | Lapis Gator (Well-Worn),0.19,4
MAC-10 | Last Dive (Battle-Scarred),0.98,0
MAC-10 | Last Dive (Factory New),1.91,4
MAC-10 | Last Dive (Field-Tested),1.0,23
MAC-10 | Last Dive (Minimal Wear),1.25,21
MAC-10 | Last Dive (Well-Worn),1.04,0
MAC-10 | Malachite (Battle-Scarred),0.79,0
MAC-10 | Malachite (Factory New),2.03,11
MAC-10 | Malachite (Field-Tested),0.9,2
MAC-10 | Malachite (Minimal Wear),1.41,2
MAC-10 | Malachite (Well-Worn),1.17,0
MAC-10 | Neon Rider (Factory New),9.17,0
MAC-10 | Neon Rider (Field-Tested),5.64,2
MAC-10 | Neon Rider (Minimal Wear),7.12,3
MAC-10 | Neon Rider (Well-Worn),6.55,25
MAC-10 | Nuclear Garden (Battle-Scarred),3.02,0
MAC-10 | Nuclear Garden (Factory New),8.33,7
MAC-10 | Nuclear Garden (Field-Tested),3.96,0
MAC-10 | Nuclear Garden (Minimal Wear),5.83,0
MAC-10 | Nuclear Garden (Well-Worn),3.75,2
MAC-10 | Oceanic (Battle-Scarred),0.06,0
MAC-10 | Oceanic (Factory New),0.2,6
MAC-10 | Oceanic (Field-Tested),0.06,0
MAC-10 | Oceanic (Minimal Wear),0.1,12
MAC-10 | Oceanic (Well-Worn),0.08,0
MAC-10 | Palm (Battle-Scarred),0.08,0
MAC-10 | Palm (Factory New),0.49,0
MAC-10 | Palm (Field-Tested),0.13,2
MAC-10 | Palm (Minimal Wear),0.17,0
MAC-10 | Palm (Well-Worn),0.09,0
MAC-10 | Pipe Down (Battle-Scarred),0.2,0
MAC-10 | Pipe Down (Factory New),1.32,0
MAC-10 | Pipe Down (Field-Tested),0.41,19
MAC-10 | Pipe Down (Minimal Wear),0.65,13
MAC-10 | Pipe Down (Well-Worn),0.35,2
MAC-10 | Propaganda (Battle-Scarred),3.04,7
MAC-10 | Propaganda (Factory New),10.44,1
MAC-10 | Propaganda (Field-Tested),3.56,4
MAC-10 | Propaganda (Minimal Wear),5.26,0
MAC-10 | Propaganda (Well-Worn),3.24,0
MAC-10 | Rangeen (Battle-Scarred),0.22,0
MAC-10 | Rangeen (Factory New),0.43,4
MAC-10 | Rangeen (Field-Tested),0.16,2
MAC-10 | Rangeen (Minimal Wear),0.27,3
MAC-10 | Rangeen (Well-Worn),0.16,0
MAC-10 | Red Filigree (Factory New),75.57,0
MAC-10 | Red Filigree (Field-Tested),67.43,0
MAC-10 | Sienna Damask (Battle-Scarred),0.04,0
MAC-10 | Sienna Damask (Factory New),0.1,6
MAC-10 | Sienna Damask (Field-Tested),0.04,0
MAC-10 | Sienna Damask (Minimal Wear),0.06,0
MAC-10 | Sienna Damask (Well-Worn),0.04,0
MAC-10 | Silver (Factory New),0.22,9
MAC-10 | Silver (Minimal Wear),0.23,3
MAC-10 | Stalker (Battle-Scarred),6.65,0
MAC-10 | Stalker (Factory New),54.38,0
MAC-10 | Stalker (Field-Tested),11.64,8
MAC-10 | Stalker (Minimal Wear),21.23,17
MAC-10 | Stalker (Well-Worn),8.87,31
MAC-10 | Strats (Battle-Scarred),0.1,0
MAC-10 | Strats (Factory New),0.21,0
MAC-10 | Strats (Field-Tested),0.12,29
MAC-10 | Strats (Minimal Wear),0.14,8
MAC-10 | Surfwood (Battle-Scarred),1.1,0
MAC-10 | Surfwood (Factory New),1.37,4
MAC-10 | Surfwood (Field-Tested),1.28,5
MAC-10 | Surfwood (Minimal Wear),1.31,0
MAC-10 | Surfwood (Well-Worn),1.16,0
MAC-10 | Tatter (Battle-Scarred),4.54,1
MAC-10 | Tatter (Factory New),6.34,0
MAC-10 | Tatter (Field-Tested),4.53,0
MAC-10 | Tatter (Minimal Wear),5.28,0
MAC-10 | Tatter (Well-Worn),4.03,0
MAC-10 | Tornado (Battle-Scarred),1.27,0
MAC-10 | Tornado (Factory New),7.42,0
MAC-10 | Tornado (Field-Tested),1.22,0
MAC-10 | Tornado (Minimal Wear),2.37,0
MAC-10 | Toybox (Battle-Scarred),1.8,6
MAC-10 | Toybox (Factory New),8.03,0
MAC-10 | Toybox (Field-Tested),2.57,18
MAC-10 | Toybox (Minimal Wear),4.33,9
MAC-10 | Toybox (Well-Worn),1.84,0
MAC-10 | Ultraviolet (Battle-Scarred),0.91,3
MAC-10 | Ultraviolet (Factory New),13.16,0
MAC-10 | Ultraviolet (Field-Tested),1.1,23
MAC-10 | Ultraviolet (Minimal Wear),2.16,4
MAC-10 | Ultraviolet (Well-Worn),1.01,1
MAC-10 | Urban DDPAT (Battle-Scarred),1.6,0
MAC-10 | Urban DDPAT (Field-Tested),1.48,0
MAC-10 | Urban DDPAT (Minimal Wear),2.03,0
MAC-10 | Whitefish (Battle-Scarred),0.12,22
MAC-10 | Whitefish (Factory New),0.66,6
MAC-10 | Whitefish (Field-Tested),0.14,18
MAC-10 | Whitefish (Minimal Wear),0.26,4
MAC-10 | Whitefish (Well-Worn),0.14,13
MAG-7 | BI83 Spectrum (Battle-Scarred),0.35,0
MAG-7 | BI83 Spectrum (Factory New),1.47,24
MAG-7 | BI83 Spectrum (Field-Tested),0.41,50
MAG-7 | BI83 Spectrum (Minimal Wear),0.84,25
MAG-7 | BI83 Spectrum (Well-Worn),0.38,2
MAG-7 | Bulldozer (Battle-Scarred),2.03,2
MAG-7 | Bulldozer (Field-Tested),2.45,0
MAG-7 | Bulldozer (Minimal Wear),9.76,0
MAG-7 | Bulldozer (Well-Worn),2.0,0
MAG-7 | Carbon Fiber (Factory New),0.51,78
MAG-7 | Carbon Fiber (Minimal Wear),0.54,2
MAG-7 | Chainmail (Factory New),9.18,0
MAG-7 | Chainmail (Field-Tested),13.23,0
MAG-7 | Chainmail (Minimal Wear),12.6,4
MAG-7 | Cobalt Core (Battle-Scarred),0.14,0
MAG-7 | Cobalt Core (Factory New),0.41,1
MAG-7 | Cobalt Core (Field-Tested),0.16,2
MAG-7 | Cobalt Core (Minimal Wear),0.27,2
MAG-7 | Cobalt Core (Well-Worn),0.26,1
MAG-7 | Core Breach (Battle-Scarred),1.44,0
MAG-7 | Core Breach (Factory New),5.55,0
MAG-7 | Core Breach (Field-Tested),1.82,0
MAG-7 | Core Breach (Minimal Wear),3.05,2
MAG-7 | Core Breach (Well-Worn),1.66,0
MAG-7 | Counter Terrace (Factory New),83.91,0
MAG-7 | Counter Terrace (Field-Tested),71.42,0
MAG-7 | Counter Terrace (Minimal Wear),76.32,0
MAG-7 | Firestarter (Battle-Scarred),0.56,3
MAG-7 | Firestarter (Factory New),3.35,0
MAG-7 | Firestarter (Field-Tested),0.27,0
MAG-7 | Firestarter (Minimal Wear),0.45,1
MAG-7 | Firestarter (Well-Worn),0.54,0
MAG-7 | Foresight (Battle-Scarred),0.15,1
MAG-7 | Foresight (Factory New),0.31,4
MAG-7 | Foresight (Field-Tested),0.11,11
MAG-7 | Foresight (Minimal Wear),0.2,8
MAG-7 | Foresight (Well-Worn),0.12,1
MAG-7 | Hard Water (Factory New),1.73,0
MAG-7 | Hard Water (Field-Tested),1.12,2
MAG-7 | Hard Water (Minimal Wear),1.39,0
MAG-7 | Hard Water (Well-Worn),1.26,0
MAG-7 | Hazard (Minimal Wear),8.61,0
MAG-7 | Heat (Battle-Scarred),0.27,7
MAG-7 | Heat (Factory New),2.13,1
MAG-7 | Heat (Field-Tested),0.31,17
MAG-7 | Heat (Minimal Wear),0.6,3
MAG-7 | Heat (Well-Worn),0.24,2
MAG-7 | Heaven Guard (Factory New),0.36,2
MAG-7 | Heaven Guard (Field-Tested),0.17,25
MAG-7 | Heaven Guard (Minimal Wear),0.22,1
MAG-7 | Heaven Guard (Well-Worn),0.18,0
MAG-7 | Irradiated Alert (Field-Tested),0.83,0
MAG-7 | Irradiated Alert (Minimal Wear),2.87,1
MAG-7 | Irradiated Alert (Well-Worn),0.86,0
MAG-7 | Justice (Battle-Scarred),1.73,0
MAG-7 | Justice (Factory New),10.31,0
MAG-7 | Justice (Field-Tested),3.07,33
MAG-7 | Justice (Minimal Wear),5.05,0
MAG-7 | Justice (Well-Worn),2.01,2
MAG-7 | Memento (Factory New),3.7,0
MAG-7 | Memento (Field-Tested),2.12,0
MAG-7 | Memento (Minimal Wear),2.28,0
MAG-7 | Metallic DDPAT (Factory New),0.25,12
MAG-7 | Metallic DDPAT (Minimal Wear),0.21,0
MAG-7 | Monster Call (Battle-Scarred),0.36,7
MAG-7 | Monster Call (Factory New),1.66,0
MAG-7 | Monster Call (Field-Tested),0.46,33
MAG-7 | Monster Call (Minimal Wear),0.75,1
MAG-7 | Monster Call (Well-Worn),0.46,5
MAG-7 | Navy Sheen (Battle-Scarred),0.04,0
MAG-7 | Navy Sheen (Factory New),0.1,9
MAG-7 | Navy Sheen (Field-Tested),0.04,0
MAG-7 | Navy Sheen (Minimal Wear),0.06,0
MAG-7 | Navy Sheen (Well-Worn),0.04,0
MAG-7 | Petroglyph (Factory New),1.03,1
MAG-7 | Petroglyph (Field-Tested),0.27,5
MAG-7 | Petroglyph (Minimal Wear),0.42,0
MAG-7 | Petroglyph (Well-Worn),0.3,2
MAG-7 | Popdog (Battle-Scarred),0.05,0
MAG-7 | Popdog (Factory New),0.21,1
MAG-7 | Popdog (Field-Tested),0.05,0
MAG-7 | Popdog (Minimal Wear),0.1,7
MAG-7 | Popdog (Well-Worn),0.1,1
MAG-7 | Praetorian (Factory New),2.7,0
MAG-7 | Praetorian (Field-Tested),1.34,15
MAG-7 | Praetorian (Minimal Wear),1.73,0
MAG-7 | Praetorian (Well-Worn),1.1,0
MAG-7 | Prism Terrace (Factory New),24.47,4
MAG-7 | Prism Terrace (Field-Tested),23.02,1
MAG-7 | Prism Terrace (Minimal Wear),21.0,0
MAG-7 | Rust Coat (Battle-Scarred),0.02,0
MAG-7 | Rust Coat (Factory New),0.07,0
MAG-7 | Rust Coat (Field-Tested),0.02,0
MAG-7 | Rust Coat (Minimal Wear),0.02,0
MAG-7 | Rust Coat (Well-Worn),0.02,0
MAG-7 | SWAG-7 (Battle-Scarred),0.24,2
MAG-7 | SWAG-7 (Factory New),1.15,1
MAG-7 | SWAG-7 (Field-Tested),0.27,27
MAG-7 | SWAG-7 (Minimal Wear),0.46,9
MAG-7 | SWAG-7 (Well-Worn),0.25,2
MAG-7 | Sand Dune (Field-Tested),0.61,0
MAG-7 | Sand Dune (Minimal Wear),1.58,0
MAG-7 | Seabird (Battle-Scarred),0.56,0
MAG-7 | Seabird (Factory New),2.69,0
MAG-7 | Seabird (Field-Tested),0.71,0
MAG-7 | Seabird (Minimal Wear),1.13,0
MAG-7 | Seabird (Well-Worn),0.58,0
MAG-7 | Silver (Factory New),8.35,0
MAG-7 | Silver (Minimal Wear),10.83,0
MAG-7 | Sonar (Factory New),0.27,3
MAG-7 | Sonar (Field-Tested),0.11,1
MAG-7 | Sonar (Minimal Wear),0.16,3
MAG-7 | Sonar (Well-Worn),0.13,0
MAG-7 | Storm (Battle-Scarred),0.2,0
MAG-7 | Storm (Factory New),2.02,0
MAG-7 | Storm (Field-Tested),0.17,0
MAG-7 | Storm (Minimal Wear),0.41,0
MAG-7 | Storm (Well-Worn),0.21,2
MLG Columbus 2016 Challengers (Holo-Foil),12.49,0
MLG Columbus 2016 Legends (Holo-Foil),12.21,52
MP5-SD | Acid Wash (Battle-Scarred),0.23,0
MP5-SD | Acid Wash (Factory New),0.55,0
MP5-SD | Acid Wash (Field-Tested),0.21,1
MP5-SD | Acid Wash (Minimal Wear),0.48,0
MP5-SD | Acid Wash (Well-Worn),0.29,0
MP5-SD | Agent (Battle-Scarred),0.41,0
MP5-SD | Agent (Factory New),3.07,3
MP5-SD | Agent (Field-Tested),0.53,3
MP5-SD | Agent (Minimal Wear),0.94,30
MP5-SD | Agent (Well-Worn),0.43,0
MP5-SD | Autumn Twilly (Battle-Scarred),0.4,0
MP5-SD | Autumn Twilly (Factory New),2.97,10
MP5-SD | Autumn Twilly (Field-Tested),0.54,39
MP5-SD | Autumn Twilly (Minimal Wear),1.13,87
MP5-SD | Autumn Twilly (Well-Worn),0.44,0
MP5-SD | Bamboo Garden (Battle-Scarred),1.15,0
MP5-SD | Bamboo Garden (Factory New),1.47,7
MP5-SD | Bamboo Garden (Field-Tested),1.03,0
MP5-SD | Bamboo Garden (Minimal Wear),1.34,3
MP5-SD | Bamboo Garden (Well-Worn),1.2,0
MP5-SD | Co-Processor (Battle-Scarred),0.34,0
